show_id,Type,Title,Director,Cast,country,date_added,release_year,Rating,duration,listed_in,description,Cleaned_Data,
s3087,TV SHOW,The Degenerates,,"Big Jay Oakerson, Brad Williams, Yamaneika Saunders, Liza Treyger, Joey Diaz, Christina Pazsitzky",Unknown,43830,2019,TV-MA,2 Seasons,"Stand-Up Comedy & Talk Shows, TV Comedies",Six stand-ups explore the coarse and salacious side of comedy in this series of half-hour specials. For mature audiences.,,
s3093,TV SHOW,Kevin Hart: Don’T F**K This Up,,,United States,43826,2019,TV-MA,1 Season,Docuseries,"Amid turmoil in his career and marriage, comedian and film star Kevin Hart opens up about his personal breakthroughs as he navigates crises and fame.",,
s3094,MOVIE,The Vendor,Odunlade Adekola,"Odunlade Adekola, Jide Kosoko, Adunni Ade, Eniola Ajao, Ireti Osayemi, Kayode Olaseinde, Tunde Bernard, Bolaji Amusan",Unknown,43826,2018,TV-MA,103 min,"Comedies, International Movies",A newspaper seller bemoans his lack of success but is undermined by his own laziness when he gets a better job as a driver and finds his rich father.,,
s3097,TV SHOW,You,Lee Toland Krieger,"Penn Badgley, Elizabeth Lail, Shay Mitchell, John Stamos, Luca Padovan, Zach Cherry",United States,43825,2019,TV-MA,2 Seasons,"Crime TV Shows, Romantic TV Shows, TV Dramas","Obsessed with an aspiring writer, a charming bookstore manager goes to extreme measures to insert himself into her life.",,
s3098,MOVIE,Doom: Annihilation,Tony Giglio,"Amy Manson, Dominic Mafham, Luke Allen-Gale, James Weber Brown, Clayton Adams, Nina Bergman, Amer Chadha-Patel, Gavin Brocker, Chidi Ajufo, Hari Dhillon, Katrina Nare",United States,43824,2019,R,97 min,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy","When a swarm of soul-stealing demons invades a Martian moon, a group of elite space Marines must obliterate the beasts to save Earth.",,
s3100,MOVIE,Grand-Daddy Day Care,Ron Oliver,"Danny Trejo, Reno Wilson, Margaret Avery, Barry Bostwick, Julia Duffy, Anthony Gonzalez, Linda Gray, James Hong, Hal Linden, Alec Mapa",United States,43824,2019,PG-13,96 min,"Children & Family Movies, Comedies",A frustrated novelist with money problems opens an unsanctioned senior center at his house to make quick cash and occupy his cumbersome father-in-law.,,
s3101,MOVIE,Jarhead: Law Of Return,Don Michael Paul,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi","Israel, United States",43824,2019,R,103 min,"Action & Adventure, Dramas","When a U.S. senator’s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.",,
s3103,MOVIE,Sweetheart,J.D. Dillard,"Kiersey Clemons, Emory Cohen, Hanna Mangan Lawrence, Andrew Crawford, Benedict Samuel",United States,43824,2019,PG-13,83 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A woman shipwrecked on a remote island discovers she’s not alone and begins a fight for survival against a deadly presence that emerges each night.,,
s3106,MOVIE,John Mulaney & The Sack Lunch Bunch,Rhys Thomas,"John Mulaney, Alexander Bello, Tyler Bourke, Ava Briglia, Cordelia Comando, Camille De La Cruz, Oriah Elgrabli, Jake Ryan Flynn, Orson Hong, Isabella Iannelli, Jacob Laval, Suri Marrero, Zell Steele Morrow, Jonah Mussolino, Lexi Perkel, Linder Sutton",United States,43823,2019,TV-PG,70 min,"Children & Family Movies, Comedies","John Mulaney and his kid pals tackle existential topics for all ages with catchy songs, comedy sketches and special guests in a nostalgic variety special.",,
s3107,TV SHOW,Lost In Space,,"Molly Parker, Toby Stephens, Max Jenkins, Taylor Russell, Mina Sundwall, Parker Posey, Ignacio Serricchio",United States,43823,2019,TV-PG,2 Seasons,"TV Action & Adventure, TV Dramas, TV Sci-Fi & Fantasy","After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",,
s3108,MOVIE,Jacob'S Ladder,David M. Rosenthal,"Michael Ealy, Jesse Williams, Nicole Beharie, Guy Burnet, Joseph Sikora, Karla Souza, Ritchie Coster, Jon Eyez",United States,43821,2019,R,90 min,Thrillers,"After being reunited with a brother he thought was killed in combat, a former army medic begins to experience violent, paranoid visions.",,
s3109,TV SHOW,Private Practice,,"Kate Walsh, Tim Daly, Audra Mcdonald, Paul Adelstein, Taye Diggs, Amy Brenneman, Kadee Strickland, Chris Lowell, Brian Benben",United States,43821,2012,TV-14,6 Seasons,"TV Comedies, TV Dramas","At Oceanside Wellness Center, Dr. Addison Montgomery deals with competing personalities in the new world of holistic medicine.",,
s3114,MOVIE,Falz Experience,Falz,"Falz, Adunni Ade, Bisola Aiyeola, Frank Donga",Unknown,43819,2018,TV-MA,82 min,"International Movies, Music & Musicals","Playing multiple characters, from lawyer to preacher, Nigerian artist Falz combines cinema with a concert after his successful 2017 end-of-year show.",,
s3116,MOVIE,The First Lady,Omoni Oboli,"Omoni Oboli, Alexx Ekubo, Chinedu Ikedieze, Joseph Benjamin, Yvonne Jegede, Anthony Monjaro, Taiwo Familoni, Jude Chukwuka, Emilyn Johnson-Ekpo, Udoka Oyeka",Unknown,43819,2015,TV-MA,107 min,"Dramas, International Movies","Dreaming of a better life, an imperiled prostitute crosses paths with a wealthy company heir who’s been transformed into a child by his evil uncle.",,
s3117,MOVIE,The Two Popes,Fernando Meirelles,"Anthony Hopkins, Jonathan Pryce, Juan Minujín","United Kingdom, Italy",43819,2019,PG-13,126 min,Dramas,"At a key turning point for the Catholic Church, Pope Benedict XVI forms a surprising friendship with the future Pope Francis. Inspired by true events.",,
s3118,TV SHOW,The Witcher,,"Henry Cavill, Anya Chalotra, Freya Allan, Jodhi May, Myanna Buring, Joey Batey, Eamon Farren, Mimi Ndiweni, Björn Hlynur Haraldsson, Adam Levy, Lars Mikkelsen, Royce Pierreson, Wilson Radjou-Pujalte, Anna Shaffer","United States, Poland",43819,2019,TV-MA,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","Geralt of Rivia, a mutated monster-hunter for hire, journeys toward his destiny in a turbulent world where people often prove more wicked than beasts.",,
s3119,MOVIE,After The Raid,Rodrigo Reyes,,"United States, Mexico",43818,2019,TV-PG,25 min,"Documentaries, International Movies",A large immigration raid in a small town leaves emotional fallout and hard questions for its churchgoers about what it means to love thy neighbor.,,
s3122,TV SHOW,Don'T F**K With Cats: Hunting An Internet Killer,Mark Lewis,,"United Kingdom, United States",43817,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries",A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,,
s3123,TV SHOW,Soundtrack,,"Paul James, Callie Hernandez, Marianne Jean-Baptiste, Jenna Dewan, Jahmil French, Megan Ferguson, Madeleine Stowe, Campbell Scott, Isaiah Givens",United States,43817,2019,TV-MA,1 Season,"Romantic TV Shows, TV Dramas","Love, loss and transformative luck intersect in this musical drama about two struggling artists experiencing life at full volume in Los Angeles.",,
s3124,MOVIE,Ronny Chieng: Asian Comedian Destroys America!,Sebastian Dinatale,Ronny Chieng,United States,43816,2019,TV-MA,63 min,Stand-Up Comedy,"Ronny Chieng (""The Daily Show,"" ""Crazy Rich Asians"") takes center stage in this stand-up special and riffs on modern American life and more.",,
s3126,MOVIE,The Danish Girl,Tom Hooper,"Eddie Redmayne, Alicia Vikander, Ben Whishaw, Sebastian Koch, Amber Heard, Matthias Schoenaerts, Pip Torrens, Nicholas Woodeson, Emerald Fennell, Adrian Schiller","United Kingdom, United States, Germany, Denmark, Belgium, Japan",43815,2015,R,120 min,"Dramas, Independent Movies, International Movies","In 1920s Denmark, married artists embark on a journey of unconditional love when the husband announces his intentions to live life as a woman.",,
s3129,TV SHOW,Cocomong,,"Jung Sun-Hye, Yang Jeong-Hwa, Kim Jang, Ryoo Jeom-Hee, Hong Bum-Ki, Shin Yong-Woo",United States,43814,2015,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows","What's in your fridge? In sunny Refrigerator Land, everyday ingredients transform into animal friends who love a good adventure.",,
s3139,MOVIE,Holy Expectations,Fernando Ayllón,"Adriana Botina, Fernando Ramos, Isabella Sierra, Joavany Álvarez, Christian López, Omar Murillo, Nelson Polanía, Carlos Barbosa, José Manuel Ospina, Aída Morales",Unknown,43814,2019,TV-14,89 min,"Children & Family Movies, Comedies, International Movies","With a short life expectancy, a young girl uses faith and her vivid imagination to navigate adversity and create a story that impacts all around her.",,
s3147,TV SHOW,Scooby-Doo!: Mystery Incorporated,,"Frank Welker, Mindy Cohn, Grey Delisle, Matthew Lillard, Patrick Warburton, Gary Cole, Frances Conroy, Vivica A. Fox",United States,43814,2012,TV-Y7,2 Seasons,"Kids' TV, TV Comedies","In this animated update of the cartoon classic, Scooby-Doo, Shaggy and their pals solve spooky mysteries in a hamlet bedeviled by supernatural bedlam.",,
s3149,TV SHOW,What'S New Scooby-Doo?,,"Frank Welker, Casey Kasem, Mindy Cohn, Grey Delisle",United States,43814,2005,TV-Y7,3 Seasons,"Kids' TV, TV Comedies",Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.,,
s3151,MOVIE,6 Underground,Michael Bay,"Ryan Reynolds, Mélanie Laurent, Corey Hawkins, Dave Franco, Adria Arjona, Manuel Garcia-Rulfo, Ben Hardy, Lior Raz, Payman Maadi, Yuri Kolokolnikov, Kim Kold",United States,43812,2019,R,129 min,"Action & Adventure, Dramas","After faking his death, a tech billionaire recruits a team of international operatives for a bold and bloody mission to take down a brutal dictator.",,
s3155,MOVIE,Seven And A Half Dates,Biodun Stephen,"Mercy Johnson, Jim Iyke, Toyin Abraham, Sola Sobowale, Akin Lewis, Bayray Mcnwizu, Roxy Antak, Frank Donga, Ken Erics, Fathia Balogun",Unknown,43812,2018,TV-14,107 min,"Dramas, International Movies, Romantic Movies","Engrossed in her career, a young woman reluctantly yields to her father's plan to set her up on 10 dates to find a suitable husband.",,
s3157,MOVIE,Zero Hour,Robert O. Peters,"Richard Mofe-Damijo, Alex Ekubo, Ali Nuhu, Rahama Sadau, Eucharia Anunobi, Ene Oloja, Halima Yusuf, Ayo Ayoola Ayolola",Unknown,43812,2018,TV-MA,89 min,"International Movies, Thrillers","After his father passes, the heir to a retail empire returns to take over the family business but faces a controversy involving laundering and murder.",,
s3158,MOVIE,Jack Whitehall: Christmas With My Father,Richard Van'T Riet,"Jack Whitehall, Michael Whitehall, Hugh Bonneville, Graham Norton, Layton Williams, Andrew Lloyd Webber, Tim Rice, Tan France, Antoni Porowski, Jonathan Van Ness",United Kingdom,43811,2019,TV-MA,65 min,Stand-Up Comedy,"Jack Whitehall invites his notoriously stuffy father onstage in London's West End for a Christmas comedy extravaganza, complete with celebrity guests.",,
s3159,MOVIE,The Sky Is Pink,Shonali Bose,"Rohit Saraf, Zaira Wasim, Farhan Akhtar, Priyanka Chopra","India, United Kingdom, Canada, United States",43810,2019,TV-MA,143 min,"Dramas, International Movies","After succumbing to her terminal illness, a teenager posthumously narrates her parents’ tenacious relationship in this drama based on a true story.",,
s3161,MOVIE,Michelle Wolf: Joke Show,Lance Bangs,Michelle Wolf,United States,43809,2019,TV-MA,60 min,Stand-Up Comedy,"Comedian Michelle Wolf takes on outrage culture, massages, childbirth, feminism and much more (like otters) in a stand-up special from New York City.",,
s3162,MOVIE,A Family Reunion Christmas,Robbie Countryman,"Loretta Devine, Tia Mowry-Hardrict, Anthony Alabi, Talia Jackson, Isaiah Russell-Bailey, Cameron J. Wright, Jordyn Raya James, Jackée Harry, Richard Roundtree",United States,43808,2019,TV-PG,29 min,"Children & Family Movies, Comedies",M'Dear and her sisters struggle to keep their singing act together before a church Christmas pageant while Grandpa teaches the kids a valuable lesson.,,
s3163,MOVIE,It Comes At Night,Trey Edward Shults,"Joel Edgerton, Christopher Abbott, Carmen Ejogo, Riley Keough, Kelvin Harrison Jr., David Pendleton, Griffin Robert Faulkner",United States,43808,2017,R,92 min,"Horror Movies, Independent Movies","As danger stalks the world outside his isolated home, an overprotective father faces a tough decision when another family shows up seeking help.",,
s3166,TV SHOW,Astronomy Club: The Sketch Show,,"Shawtane Bowen, Jonathan Braylock, Ray Cordova, Caroline Martin, Jerah Milligan, Monique Moses, Keisha Zollar, James Iii",United States,43805,2019,TV-MA,1 Season,TV Comedies,"With unique individual perspectives that converge into a unified voice, sketch comedy group Astronomy Club delivers a smart and absurd brand of humor.",,
s3168,MOVIE,Celebrity Marriage,Pascal Amanfo,"Kanayo O. Kanayo, Tonto Dikeh, Jackie Appiah, Odunlade Adekola, Toyin Aimakhu, Osita Iheme, Francis Odega, Calista Okoronkwo, Susan Peters, Roselyn Ngissah",Unknown,43805,2017,TV-14,107 min,"Dramas, International Movies",A successful actress with an abusive husband confides in friends who have troubling relationship issues of their own.,,
s3169,TV SHOW,Fuller House,,"Candace Cameron Bure, Jodie Sweetin, Andrea Barber, Michael Campion, Elias Harger, Soni Bringas, Dashiell Messitt, Fox Messitt, John Stamos, Bob Saget, Dave Coulier, Lori Loughlin, Scott Weinger, Blake Tuomy-Wilhoit, Dylan Tuomy-Wilhoit, John Brotherton, Juan Pablo Di Pace",United States,43805,2020,TV-PG,5 Seasons,TV Comedies,The Tanner family’s adventures continue as DJ Tanner-Fuller shares a home with her sister Stephanie and friend Kimmy who help raise her three boys.,,
s3170,MOVIE,Marriage Story,Noah Baumbach,"Scarlett Johansson, Adam Driver, Laura Dern, Alan Alda, Ray Liotta, Julie Hagerty, Merritt Wever, Azhy Robertson","United Kingdom, United States",43805,2019,R,137 min,Dramas,Academy Award-nominated filmmaker Noah Baumbach directs this incisive and compassionate look at a marriage coming apart and a family staying together.,,
s3173,MOVIE,Spirit Riding Free: Spirit Of Christmas,,"Amber Frank, Bailey Gambertoglio, Sydney Park, Evan Agos, Kay Bess, Darcy Rose Byrnes, David Faustino, Gabriella Graves, Duncan Joiner, Katherine Mcnamara, Nolan North, Tiya Sircar",United States,43805,2019,TV-Y7,46 min,Children & Family Movies,Lucky and friends must figure out how to get home in time for Christmas when a falling boulder – and a serious snowstorm – derail their travel plans.,,
s3176,TV SHOW,The Confession Killer,"Robert Kenner, Taki Oldham",,United States,43805,2019,TV-14,1 Season,"Crime TV Shows, Docuseries",Henry Lee Lucas rose to infamy when he confessed to hundreds of unsolved murders. This docuseries examines the truth – and horrifying consequences.,,
s3178,TV SHOW,Triad Princess,,"Eugenie Liu, Jasper Liu, Cecilia Choi, Tien Hsin, Michael Jq Huang, Chang Zhang-Xing, Hung Yan-Siang, Tsao Yu-Ning, Chang Shu-Wei, Lee Lee-Zen",Unknown,43805,2019,TV-MA,1 Season,"Crime TV Shows, International TV Shows, Romantic TV Shows","After jostling her way into a gig as a celebrity bodyguard, the boisterous daughter of a powerful triad boss shakes up a TV star's life and finds love.",,
s3180,MOVIE,Wives On Strike: The Revolution,Omoni Oboli,"Uche Jumbo, Omoni Oboli, Sola Sobowale, Chioma Chukwuka-Akpotha, Ufuoma Mcdermott, Odunlade Adekola, Kalu Ikeagwu, Kenneth Okonkwo","United Kingdom, Nigeria",43805,2017,TV-PG,93 min,"Comedies, Dramas, International Movies","After a woman is severely beaten at home, her strong-willed friends take a stand against their husbands to seek justice for domestic abuse victims.",,
s3181,MOVIE,A Christmas Prince: The Royal Baby,John Schultz,"Rose Mciver, Ben Lamb, Alice Krige, Honor Kneafsey, Sarah Douglas, Andy Lucas, Raj Bajaj, Richard Ashton, Tahirah Sharif, Joel Mcveagh, Theo Devaney, Kevin Shen, Momo Yeung, Crystal Yu, Billy Angel",United States,43804,2019,TV-PG,85 min,"Children & Family Movies, Dramas, Romantic Movies","Christmas brings the ultimate gift to Aldovia: a royal baby. But first, Queen Amber must save her family and kingdom by unwrapping a monarchy mystery.",,
s3182,MOVIE,The Irishman: In Conversation,,"Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",United States,43804,2019,TV-MA,24 min,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman.""",,
s3183,TV SHOW,V Wars,,"Ian Somerhalder, Adrian Holmes, Jacky Lai, Kyle Breitkopf, Peter Outerbridge, Kimberly-Sue Murray, Sydney Meyer, Kandyse Mcclure, Laura Vandervoort, Michael Greyeyes, Greg Bryk, Teddy Moynihan, Ted Atherton, Jonathan Higgins, Nikki Reed, Samantha Liana Cole, Laura De Carteret, Bo Martyn",United States,43804,2019,TV-MA,1 Season,"TV Action & Adventure, TV Dramas, TV Horror",A fast-spreading disease that turns victims into blood-sucking fiends pits two best friends against each other in a fight for humanity's future.,,
s3184,TV SHOW,The Last O.G.,,"Tracy Morgan, Tiffany Haddish, Cedric The Entertainer, Allen Maldonado, Ryan Gaul, Taylor Mosby, Dante Hoagland, Joel Marsh Garland, Gino Vento, Derek Gaines, Daniel J. Watts, Malik Yoba, Edi Patterson",United States,43803,2019,TV-MA,2 Seasons,TV Comedies,"After 15 years behind bars, a kindhearted ex-drug dealer returns to Brooklyn looking for a fresh start, only to discover things have changed. A lot.",,
s3187,MOVIE,Tiffany Haddish: Black Mitzvah,Linda Mendoza,Tiffany Haddish,United States,43802,2019,TV-MA,56 min,Stand-Up Comedy,"On her 40th birthday, Tiffany Haddish drops a bombastic special studded with singing, dancing and raunchy reflections on her long road to womanhood.",,
s3188,TV SHOW,Nightflyers,,"Eoin Macken, David Ajala, Jodie Turner-Smith, Angus Sampson, Sam Strike, Maya Eshet, Brían F. O'Byrne, Gretchen Mol, Miranda Raison",United States,43801,2018,TV-MA,1 Season,"TV Horror, TV Mysteries, TV Sci-Fi & Fantasy","With humankind's future at stake, a group of scientists and a powerful telepath venture into the void aboard a spaceship full of secrets.",,
s3189,MOVIE,A Cinderella Story: Christmas Wish,Michelle Johnston,"Laura Marano, Gregg Sulkin, Isabella Gomez, Johannah Newmarch, Lillian Doucet-Roche, Chanelle Peloso, Barclay Hope, Garfield Wilson",United States,43800,2019,PG,86 min,"Children & Family Movies, Comedies, Music & Musicals","Despite her vain stepmother and mean stepsisters, an aspiring singer works as an elf at a Christmas tree lot and finds her own holiday miracle.",,
s3191,MOVIE,Cut Bank,Matt Shakman,"Liam Hemsworth, Teresa Palmer, Billy Bob Thornton, Bruce Dern, John Malkovich, Michael Stuhlbarg, Oliver Platt",United States,43800,2014,R,93 min,"Dramas, Thrillers",A small-town dreamer is sure he's landed on a gold mine after accidentally filming a murder but is sucked into a violent tale of greed and deception.,,
s3192,MOVIE,Dead Kids,Mikhail Red,"Khalil Ramos, Vance Larena, Kelvin Miranda, Jan Silverio, Markus Paterson, Gabby Padilla, Sue Ramirez","Philippines, United States",43800,2019,TV-MA,94 min,"Dramas, International Movies, Thrillers",A socially awkward teen bonds with a group of misfits who plot to abduct the school's arrogant rich kid – until their kidnapping scheme turns deadly.,,
s3193,TV SHOW,Eastsiders,,"Kit Williamson, Van Hansis, Constance Wu, Matthew Mckelligon, John Halbach, Stephen Guarino",United States,43800,2018,TV-MA,4 Seasons,"TV Comedies, TV Dramas",Cal turns to his friends for help through a hilariously dark time when he discovers that his partner Thom's been cheating on him.,,
s3198,MOVIE,Mahi Nri,Gaurav Bavdankar,"Harrdy Sandhu, Poppy Jabbal, Rameet Kaur, B.N. Sharma, Navneet Nishan, Gurpreet Guggi, Anjum Batra, Ranjan Sehgal",United Kingdom,43800,2017,TV-14,134 min,"Comedies, Dramas, International Movies","A Punjabi man attempts to build a life in London in hopes of impressing his girlfriend’s mother, who insists her daughter marry a man outside of India.",,
s3200,TV SHOW,Space Jungle,,"Kim Min-Hee, Park Yoon-Hee, Sun Sung-Wook",Unknown,43800,2016,TV-Y,2 Seasons,"Kids' TV, Korean TV Shows, TV Comedies","A broken spaceship strands four very tiny aliens on Earth, where they discover an adventure (and strange dangers!) that they never expected.",,
s3204,MOVIE,Why Me?,Tudor Giurgiu,"Emilian Oprea, Mihai Constantin, Andreea Vasile, Dan Condurache, Liviu Pintileasa, Mihai Smarandache, Alin Florea, Lucretia Mandric","Romania, Bulgaria, Hungary",43800,2015,TV-MA,126 min,"Dramas, International Movies, Thrillers",A young prosecutor is assigned a career-making case involving a colleague but soon starts to question the motivations behind the charges.,,
s3209,TV SHOW,Chip And Potato,,"Abigail Oliver, Andrea Libman, Briana Buckmaster, Brian Dobson, Chance Hurstfield, Dominic Good, Emma Jayne Maas, Evan Byarushengo, Scotia Anderson, Alessandro Juliani","United Kingdom, Canada",43798,2019,TV-Y,2 Seasons,Kids' TV,"Lovable pug Chip starts kindergarten, makes new friends and tries new things – with a little help from Potato, her secret mouse pal.",,
s3213,TV SHOW,La Reina Del Sur,,"Kate Del Castillo, Cristina Urgel, Alberto Jiménez, Juan José Arjona, Humberto Zurita, Dagoberto Gama, Christian Tappán, Miguel De Miguel, Salvador Zerboni, Carmen Navarro, Santiago Meléndez, Juan Carlos Solarte","Mexico, United States, Spain, Colombia",43798,2019,TV-MA,2 Seasons,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows","This compelling show tells the story of the legendary Teresa Mendoza, a courageous woman who is perceived as conquering the world of drug trafficking.",,
s3214,MOVIE,Lagos Real Fake Life,Mike Ezuruonye,"Nonso Diobi, Mike Ezuruonye, Mercy Aigbe, Rex Nosa, Annie Macaulay Idibia, Ik Ogbonna, Nedu Wazobia, Uzee Usman, Odunlade Adekola, Mr Jollof, Efe Irele, Josh 2 Funny, Haillie Sumney, Emmanuella, Mc Lively",Unknown,43798,2018,TV-MA,118 min,"Comedies, International Movies","Two mooching friends vie for the attention of wealthy, beautiful women only to discover that their lavish lifestyles are bogus.",,
s3217,TV SHOW,The Charming Stepmom,,"Shahkrit Yamnarm, View Wannarot Sontichai, Krittanai Arsalprakit, Ployshompoo Supasap, Boriboon Chanrueng, Shawankorn Wanthanapisitkul, Duangta Toongkamanee, Daraneenuch Pasutanavin, Phuwin Tangsakyuen, Nuntasai Pisolyabut, Pimmara Charoenpakdee, Thanawat Rattanakitpaisan",Unknown,43798,2019,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","A quirky fashion student becomes the nanny of a handsome widower’s three kids, experiencing a series of silly antics and schemes.",,
s3219,MOVIE,Holiday Rush,Leslie Small,"Romany Malco, Sonequa Martin-Green, Darlene Love, Deon Cole, La La Anthony, Deysha Nelson, Amarr M. Wooten, Selena-Marie Alphonse, Andrea-Marie Alphonse",United States,43797,2019,TV-PG,94 min,"Children & Family Movies, Dramas",A widowed radio DJ and his four spoiled kids need to tighten their belts and pull together when their life of luxury turns lean just before Christmas.,,
s3222,TV SHOW,Merry Happy Whatever,,"Dennis Quaid, Bridgit Mendler, Brent Morin, Ashley Tisdale, Siobhan Murphy, Adam Rose, Elizabeth Ho, Hayes Macarthur, Garcelle Beauvais, Tyler Ritter, Mason Davis, Lucas Jaye",United States,43797,2019,TV-PG,1 Season,TV Comedies,"A struggling LA musician tries to win over his new girlfriend's gruff dad and quirky, tight-knit siblings on a 10-day Christmas visit to Philadelphia.",,
s3224,MOVIE,Defiance,Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos, Allan Corduner, Mark Feuerstein, Tomas Arana, Jodhi May, Kate Fahy, Iddo Goldberg, George Mackay, Iben Hjejle, Martin Hancock, Jacek Koman, Ravil Isyanov",United States,43796,2008,R,137 min,"Action & Adventure, Dramas","In this action-packed drama based on an extraordinary true story, four brothers protect more than 1,000 Jewish refugees during World War II.",,
s3226,MOVIE,Little Singham: Mahabali,Prakash Satam,"Saumya Daan, Sonal Kaushal, Anamaya Verma, Ganesh Divekar, Neshma Chemburkar",Unknown,43796,2019,TV-Y7,69 min,"Children & Family Movies, Comedies","In a journey back in time to the ancient city of Mirchigadh, Little Singham vies for the title of Ultimate Warrior and fights a zombie king’s army.",,
s3228,MOVIE,The Irishman,Martin Scorsese,"Robert De Niro, Al Pacino, Joe Pesci, Harvey Keitel, Ray Romano, Bobby Cannavale, Anna Paquin, Stephen Graham, Stephanie Kurtzuba, Kathrine Narducci, Welker White, Jesse Plemons, Jack Huston, Domenick Lombardozzi, Louis Cancelmi, Paul Herman, Gary Basaraba, Marin Ireland, Sebastian Maniscalco, Steven Van Zandt",United States,43796,2019,R,209 min,Dramas,Hit man Frank Sheeran looks back at the secrets he kept as a loyal member of the Bufalino crime family in this acclaimed film from Martin Scorsese.,,
s3229,MOVIE,Mike Birbiglia: The New One,Seth Barrish,Mike Birbiglia,United States,43795,2019,TV-MA,86 min,Stand-Up Comedy,Comedian Mike Birbiglia hits Broadway with a hilarious yet profound one-man show that recounts his emotional and physical journey to parenthood.,,
s3230,MOVIE,Super Monsters Save Christmas,Steve Ball,"Elyse Maloway, Vincent Tong, Erin Mathews, Andrea Libman, Alessandro Juliani, Nicole Anthony, Diana Kaarina, Ian James Corlett, Britt Mckillip, Kathleen Barr, Gigi Saul Guerrero, Brian Drummond",United States,43795,2019,TV-Y,24 min,Children & Family Movies,"It's Christmas Eve in Pitchfork Pines, and the Super Monsters are joining forces to deck the halls, find Santa's missing reindeer and save the holiday!",,
s3232,MOVIE,True: Winter Wishes,,"Michela Luci, Jamie Watson, Eric Peterson, Anna Claire Bartlam, Nicolas Aqui, Cory Doran, Julie Lemieux, Derek Mcgrath",Unknown,43795,2019,TV-Y,46 min,Children & Family Movies,"An ice crystal from a frosty realm is freezing everything in the Rainbow Kingdom, its citizens too! Can True save Winter Wishfest – and her friends?",,
s3236,MOVIE,Shot Caller,Ric Roman Waugh,"Nikolaj Coster-Waldau, Omari Hardwick, Lake Bell, Jon Bernthal, Emory Cohen, Jeffrey Donovan, Evan Jones, Benjamin Bratt, Holt Mccallany",United States,43793,2017,R,121 min,"Dramas, Thrillers","Trying to go straight, a once-successful businessman fresh out of prison is forced to orchestrate a brazen crime or risk his family.",,
s3239,TV SHOW,Dolly Parton'S Heartstrings,,"Dolly Parton, Julianne Hough, Kimberly Williams-Paisley, Dallas Roberts, Melissa Leo, Andy Mientus, Katie Stevens, Michael J. Willett, Aidan Langford, Ray Mckinnon, Delta Burke, Gerald Mcraney, Ben Lawson, Brooke Elliott, Michele Weaver, Tim Reid, Sarah Shahi, Rochelle Aytes, Jessica Collins, Tammy Lynn Michaels, Robert Taylor, Holly Taylor, Shane Paul Mcghie, Mary Lane Haskell, Camryn Manheim, Bellamy Young, Patricia Wettig, Timothy Busfield, Tom Brittney, Virginia Gardner, Colin O'Donoghue, Willa Fitzgerald, David Denman, Vanessa Rubio, Mac Davis, Kathleen Turner, Ginnifer Goodwin, Kyle Bornheimer, Tyler Crumley, Mary Donnelly Haskell, Ed Amatrudo",United States,43791,2019,TV-14,1 Season,TV Dramas,"Eight stories celebrating family, faith, love and forgiveness come to life in this series inspired by Dolly Parton's iconic country music catalog.",,
s3241,MOVIE,Mike Birbiglia: What I Should Have Said Was Nothing: Tales From My Secret Public Journal,,Mike Birbiglia,United States,43791,2008,TV-MA,56 min,Stand-Up Comedy,Mike Birbiglia performs in this live concert special that features a riotous selection of the unique insights and observations culled from his diary.,,
s3242,TV SHOW,Nailed It! Holiday!,,"Nicole Byer, Jacques Torres",United States,43791,2019,TV-PG,2 Seasons,Reality TV,"It's the ""Nailed It!"" holiday special you've been waiting for, with missing ingredients, impossible asks and desserts that look delightfully sad.",,
s3243,TV SHOW,Narcoworld: Dope Stories,,,United States,43791,2019,TV-MA,1 Season,"Crime TV Shows, Docuseries","Ride along as police officers and drug smugglers go toe-to-toe, trying to outwit each other in locales around the world.",,
s3245,MOVIE,Shelby American,"Nate Adams, Adam Carolla",Carroll Shelby,United States,43791,2019,TV-MA,119 min,"Documentaries, Sports Movies","Featuring interviews and vintage footage, this documentary traces American icon Carroll Shelby's life of reinvention from farmer to racer to entrepreneur.",,
